sale_id,date,product_id,brand,category,quantity,unit_price,discount,revenue_gtq,profit_gtq
S00616,2024-06-22,P009,Pioneer,Subwoofer,3,1699,0.0,5097.0,2397.0
S00617,2024-06-22,P010,JBL,Subwoofer,1,1999,0.0,1999.0,899.0
S00618,2024-06-22,P014,Cerwin Vega,Bocinas,1,849,0.0,849.0,429.0
S00619,2024-06-22,P017,Stinger,Accesorios,2,349,0.0,698.0,338.0
S00620,2024-06-23,P003,Memphis Audio,Amplificador,2,4499,0.0,8998.0,4198.0
S00621,2024-06-23,P005,Rockford Fosgate,Amplificador,2,2899,0.05,5508.1,2308.1
S00622,2024-06-23,P007,Pioneer,Head Unit,3,4999,0.0,14997.0,6597.0
S00623,2024-06-23,P012,JBL,Amplificador,3,2399,0.0,7197.0,3297.0
S00624,2024-06-23,P017,Stinger,Accesorios,2,349,0.0,698.0,338.0
S00625,2024-06-23,P019,Soundskins,Accesorios,3,549,0.1,1482.3,642.3
S00626,2024-06-23,P020,Soundskins,Accesorios,2,699,0.0,1398.0,698.0
S00627,2024-06-24,P005,Rockford Fosgate,Amplificador,3,2899,0.05,8262.15,3462.15
S00628,2024-06-24,P009,Pioneer,Subwoofer,1,1699,0.0,1699.0,799.0
S00629,2024-06-24,P014,Cerwin Vega,Bocinas,1,849,0.0,849.0,429.0
S00630,2024-06-24,P016,KBT Electronics,Amplificador,3,1799,0.0,5397.0,2547.0
S00631,2024-06-24,P020,Soundskins,Accesorios,3,699,0.0,2097.0,1047.0
S00632,2024-06-25,P003,Memphis Audio,Amplificador,1,4499,0.0,4499.0,2099.0
S00633,2024-06-25,P012,JBL,Amplificador,1,2399,0.05,2279.05,979.05
S00634,2024-06-26,P004,Rockford Fosgate,Subwoofer,3,3999,0.0,11997.0,5397.0
S00635,2024-06-26,P017,Stinger,Accesorios,3,349,0.05,994.65,454.65
S00636,2024-06-26,P018,Stinger,Accesorios,3,249,0.05,709.65,349.65
S00637,2024-06-26,P020,Soundskins,Accesorios,2,699,0.0,1398.0,698.0
S00638,2024-06-27,P003,Memphis Audio,Amplificador,3,4499,0.0,13497.0,6297.0
S00639,2024-06-27,P004,Rockford Fosgate,Subwoofer,1,3999,0.0,3999.0,1799.0
S00640,2024-06-27,P008,Pioneer,Bocinas,3,699,0.05,1992.15,942.15
S00641,2024-06-27,P015,KBT Electronics,Head Unit,1,2199,0.05,2089.05,889.05
S00642,2024-06-28,P005,Rockford Fosgate,Amplificador,3,2899,0.0,8697.0,3897.0
S00643,2024-06-28,P009,Pioneer,Subwoofer,1,1699,0.1,1529.1,629.1
S00644,2024-06-28,P010,JBL,Subwoofer,3,1999,0.0,5997.0,2697.0
S00645,2024-06-28,P019,Soundskins,Accesorios,3,549,0.1,1482.3,642.3
S00646,2024-06-29,P004,Rockford Fosgate,Subwoofer,1,3999,0.1,3599.1,1399.1
S00647,2024-06-29,P020,Soundskins,Accesorios,3,699,0.0,2097.0,1047.0
S00648,2024-06-30,P004,Rockford Fosgate,Subwoofer,1,3999,0.0,3999.0,1799.0
S00649,2024-06-30,P010,JBL,Subwoofer,2,1999,0.0,3998.0,1798.0
S00650,2024-06-30,P018,Stinger,Accesorios,2,249,0.0,498.0,258.0
S00651,2024-06-30,P019,Soundskins,Accesorios,2,549,0.0,1098.0,538.0
S00652,2024-07-01,P007,Pioneer,Head Unit,2,4999,0.05,9498.1,3898.1
S00653,2024-07-01,P008,Pioneer,Bocinas,3,699,0.1,1887.3,837.3
S00654,2024-07-01,P010,JBL,Subwoofer,3,1999,0.0,5997.0,2697.0
S00655,2024-07-01,P011,JBL,Bocinas,3,999,0.05,2847.15,1347.15
S00656,2024-07-01,P012,JBL,Amplificador,1,2399,0.0,2399.0,1099.0
S00657,2024-07-01,P018,Stinger,Accesorios,3,249,0.1,672.3,312.3
S00658,2024-07-02,P002,Memphis Audio,Amplificador,3,3299,0.0,9897.0,4497.0
S00659,2024-07-02,P013,Cerwin Vega,Subwoofer,2,1799,0.0,3598.0,1698.0
S00660,2024-07-03,P017,Stinger,Accesorios,2,349,0.05,663.1,303.1
S00661,2024-07-03,P019,Soundskins,Accesorios,2,549,0.1,988.2,428.2
S00662,2024-07-04,P011,JBL,Bocinas,3,999,0.0,2997.0,1497.0
S00663,2024-07-04,P012,JBL,Amplificador,1,2399,0.0,2399.0,1099.0
S00664,2024-07-04,P017,Stinger,Accesorios,3,349,0.0,1047.0,507.0
S00665,2024-07-05,P014,Cerwin Vega,Bocinas,1,849,0.1,764.1,344.1
S00666,2024-07-05,P018,Stinger,Accesorios,3,249,0.0,747.0,387.0
S00667,2024-07-06,P002,Memphis Audio,Amplificador,2,3299,0.05,6268.1,2668.1
S00668,2024-07-06,P006,Rockford Fosgate,Subwoofer,2,2599,0.05,4938.1,2138.1
S00669,2024-07-06,P009,Pioneer,Subwoofer,3,1699,0.05,4842.15,2142.15
S00670,2024-07-06,P012,JBL,Amplificador,3,2399,0.0,7197.0,3297.0
S00671,2024-07-06,P019,Soundskins,Accesorios,3,549,0.0,1647.0,807.0
S00672,2024-07-07,P005,Rockford Fosgate,Amplificador,3,2899,0.0,8697.0,3897.0
S00673,2024-07-07,P006,Rockford Fosgate,Subwoofer,2,2599,0.05,4938.1,2138.1
S00674,2024-07-07,P008,Pioneer,Bocinas,2,699,0.1,1258.2,558.2
S00675,2024-07-07,P014,Cerwin Vega,Bocinas,2,849,0.1,1528.2,688.2
S00676,2024-07-07,P017,Stinger,Accesorios,1,349,0.1,314.1,134.1
S00677,2024-07-08,P004,Rockford Fosgate,Subwoofer,1,3999,0.1,3599.1,1399.1
S00678,2024-07-08,P009,Pioneer,Subwoofer,2,1699,0.0,3398.0,1598.0
S00679,2024-07-09,P001,Memphis Audio,Subwoofer,1,2199,0.0,2199.0,999.0
S00680,2024-07-09,P018,Stinger,Accesorios,1,249,0.0,249.0,129.0
S00681,2024-07-09,P019,Soundskins,Accesorios,1,549,0.0,549.0,269.0
S00682,2024-07-11,P003,Memphis Audio,Amplificador,1,4499,0.05,4274.05,1874.05
S00683,2024-07-11,P010,JBL,Subwoofer,2,1999,0.1,3598.2,1398.2
S00684,2024-07-11,P018,Stinger,Accesorios,2,249,0.1,448.2,208.2
S00685,2024-07-12,P004,Rockford Fosgate,Subwoofer,3,3999,0.0,11997.0,5397.0
S00686,2024-07-12,P011,JBL,Bocinas,2,999,0.1,1798.2,798.2
S00687,2024-07-12,P015,KBT Electronics,Head Unit,2,2199,0.0,4398.0,1998.0
S00688,2024-07-12,P017,Stinger,Accesorios,1,349,0.05,331.55,151.55
S00689,2024-07-12,P019,Soundskins,Accesorios,3,549,0.05,1564.65,724.65
S00690,2024-07-13,P003,Memphis Audio,Amplificador,3,4499,0.05,12822.15,5622.15
S00691,2024-07-13,P004,Rockford Fosgate,Subwoofer,1,3999,0.0,3999.0,1799.0
S00692,2024-07-13,P007,Pioneer,Head Unit,1,4999,0.0,4999.0,2199.0
S00693,2024-07-13,P009,Pioneer,Subwoofer,2,1699,0.0,3398.0,1598.0
S00694,2024-07-13,P013,Cerwin Vega,Subwoofer,1,1799,0.0,1799.0,849.0
S00695,2024-07-13,P014,Cerwin Vega,Bocinas,2,849,0.0,1698.0,858.0
S00696,2024-07-13,P018,Stinger,Accesorios,2,249,0.0,498.0,258.0
S00697,2024-07-13,P019,Soundskins,Accesorios,3,549,0.05,1564.65,724.65
S00698,2024-07-14,P003,Memphis Audio,Amplificador,3,4499,0.0,13497.0,6297.0
S00699,2024-07-14,P007,Pioneer,Head Unit,1,4999,0.0,4999.0,2199.0
S00700,2024-07-14,P009,Pioneer,Subwoofer,1,1699,0.1,1529.1,629.1
S00701,2024-07-14,P013,Cerwin Vega,Subwoofer,2,1799,0.0,3598.0,1698.0
S00702,2024-07-14,P014,Cerwin Vega,Bocinas,2,849,0.1,1528.2,688.2
S00703,2024-07-15,P002,Memphis Audio,Amplificador,2,3299,0.0,6598.0,2998.0
S00704,2024-07-15,P005,Rockford Fosgate,Amplificador,2,2899,0.1,5218.2,2018.2
S00705,2024-07-15,P006,Rockford Fosgate,Subwoofer,2,2599,0.0,5198.0,2398.0
S00706,2024-07-15,P013,Cerwin Vega,Subwoofer,3,1799,0.1,4857.3,2007.3
S00707,2024-07-16,P005,Rockford Fosgate,Amplificador,3,2899,0.05,8262.15,3462.15
S00708,2024-07-16,P009,Pioneer,Subwoofer,3,1699,0.0,5097.0,2397.0
S00709,2024-07-16,P012,JBL,Amplificador,1,2399,0.05,2279.05,979.05
S00710,2024-07-16,P014,Cerwin Vega,Bocinas,1,849,0.1,764.1,344.1
S00711,2024-07-16,P020,Soundskins,Accesorios,1,699,0.0,699.0,349.0
S00712,2024-07-17,P002,Memphis Audio,Amplificador,2,3299,0.1,5938.2,2338.2
S00713,2024-07-17,P005,Rockford Fosgate,Amplificador,2,2899,0.0,5798.0,2598.0
S00714,2024-07-17,P015,KBT Electronics,Head Unit,1,2199,0.05,2089.05,889.05
S00715,2024-07-18,P003,Memphis Audio,Amplificador,3,4499,0.0,13497.0,6297.0
S00716,2024-07-18,P007,Pioneer,Head Unit,3,4999,0.0,14997.0,6597.0
S00717,2024-07-18,P013,Cerwin Vega,Subwoofer,2,1799,0.1,3238.2,1338.2
S00718,2024-07-19,P002,Memphis Audio,Amplificador,2,3299,0.0,6598.0,2998.0
S00719,2024-07-19,P009,Pioneer,Subwoofer,1,1699,0.0,1699.0,799.0
S00720,2024-07-19,P012,JBL,Amplificador,2,2399,0.1,4318.2,1718.2
S00721,2024-07-19,P013,Cerwin Vega,Subwoofer,2,1799,0.05,3418.1,1518.1
S00722,2024-07-19,P017,Stinger,Accesorios,1,349,0.1,314.1,134.1
S00723,2024-07-19,P019,Soundskins,Accesorios,3,549,0.0,1647.0,807.0
S00724,2024-07-20,P003,Memphis Audio,Amplificador,1,4499,0.1,4049.1,1649.1
S00725,2024-07-20,P007,Pioneer,Head Unit,3,4999,0.0,14997.0,6597.0
S00726,2024-07-20,P008,Pioneer,Bocinas,2,699,0.0,1398.0,698.0
S00727,2024-07-20,P010,JBL,Subwoofer,2,1999,0.1,3598.2,1398.2
S00728,2024-07-20,P013,Cerwin Vega,Subwoofer,1,1799,0.0,1799.0,849.0
S00729,2024-07-20,P015,KBT Electronics,Head Unit,3,2199,0.1,5937.3,2337.3
S00730,2024-07-20,P017,Stinger,Accesorios,2,349,0.1,628.2,268.2
S00731,2024-07-20,P019,Soundskins,Accesorios,3,549,0.0,1647.0,807.0
S00732,2024-07-21,P001,Memphis Audio,Subwoofer,2,2199,0.1,3958.2,1558.2
S00733,2024-07-21,P004,Rockford Fosgate,Subwoofer,1,3999,0.05,3799.05,1599.05
S00734,2024-07-21,P006,Rockford Fosgate,Subwoofer,2,2599,0.0,5198.0,2398.0
S00735,2024-07-21,P007,Pioneer,Head Unit,2,4999,0.0,9998.0,4398.0
S00736,2024-07-21,P018,Stinger,Accesorios,2,249,0.1,448.2,208.2
S00737,2024-07-21,P019,Soundskins,Accesorios,3,549,0.05,1564.65,724.65
S00738,2024-07-21,P020,Soundskins,Accesorios,2,699,0.05,1328.1,628.1
S00739,2024-07-22,P003,Memphis Audio,Amplificador,3,4499,0.0,13497.0,6297.0
S00740,2024-07-22,P011,JBL,Bocinas,2,999,0.0,1998.0,998.0
S00741,2024-07-22,P014,Cerwin Vega,Bocinas,2,849,0.1,1528.2,688.2
S00742,2024-07-22,P019,Soundskins,Accesorios,3,549,0.0,1647.0,807.0
S00743,2024-07-23,P017,Stinger,Accesorios,3,349,0.1,942.3,402.3
S00744,2024-07-23,P019,Soundskins,Accesorios,3,549,0.05,1564.65,724.65
S00745,2024-07-24,P001,Memphis Audio,Subwoofer,2,2199,0.0,4398.0,1998.0
S00746,2024-07-24,P010,JBL,Subwoofer,1,1999,0.0,1999.0,899.0
S00747,2024-07-24,P014,Cerwin Vega,Bocinas,1,849,0.0,849.0,429.0
S00748,2024-07-24,P019,Soundskins,Accesorios,2,549,0.0,1098.0,538.0
S00749,2024-07-25,P007,Pioneer,Head Unit,1,4999,0.1,4499.1,1699.1
S00750,2024-07-25,P010,JBL,Subwoofer,2,1999,0.0,3998.0,1798.0
S00751,2024-07-25,P013,Cerwin Vega,Subwoofer,3,1799,0.1,4857.3,2007.3
S00752,2024-07-26,P011,JBL,Bocinas,3,999,0.0,2997.0,1497.0
S00753,2024-07-26,P012,JBL,Amplificador,1,2399,0.0,2399.0,1099.0
S00754,2024-07-26,P013,Cerwin Vega,Subwoofer,2,1799,0.05,3418.1,1518.1
S00755,2024-07-26,P016,KBT Electronics,Amplificador,2,1799,0.05,3418.1,1518.1
S00756,2024-07-27,P007,Pioneer,Head Unit,2,4999,0.0,9998.0,4398.0
S00757,2024-07-27,P012,JBL,Amplificador,1,2399,0.1,2159.1,859.1
S00758,2024-07-27,P017,Stinger,Accesorios,3,349,0.1,942.3,402.3
S00759,2024-07-28,P002,Memphis Audio,Amplificador,3,3299,0.0,9897.0,4497.0
S00760,2024-07-28,P013,Cerwin Vega,Subwoofer,2,1799,0.1,3238.2,1338.2
S00761,2024-07-28,P019,Soundskins,Accesorios,1,549,0.0,549.0,269.0
S00762,2024-07-29,P011,JBL,Bocinas,2,999,0.0,1998.0,998.0
S00763,2024-07-29,P012,JBL,Amplificador,1,2399,0.0,2399.0,1099.0
S00764,2024-07-30,P006,Rockford Fosgate,Subwoofer,3,2599,0.0,7797.0,3597.0
S00765,2024-07-30,P008,Pioneer,Bocinas,1,699,0.1,629.1,279.1
S00766,2024-07-30,P010,JBL,Subwoofer,2,1999,0.05,3798.1,1598.1
S00767,2024-07-30,P020,Soundskins,Accesorios,1,699,0.05,664.05,314.05
S00768,2024-07-31,P009,Pioneer,Subwoofer,2,1699,0.0,3398.0,1598.0
S00769,2024-07-31,P016,KBT Electronics,Amplificador,3,1799,0.0,5397.0,2547.0
S00770,2024-08-01,P003,Memphis Audio,Amplificador,3,4499,0.1,12147.3,4947.3
S00771,2024-08-01,P016,KBT Electronics,Amplificador,1,1799,0.1,1619.1,669.1
S00772,2024-08-01,P017,Stinger,Accesorios,2,349,0.0,698.0,338.0
S00773,2024-08-01,P020,Soundskins,Accesorios,1,699,0.1,629.1,279.1
S00774,2024-08-02,P001,Memphis Audio,Subwoofer,3,2199,0.0,6597.0,2997.0
S00775,2024-08-02,P005,Rockford Fosgate,Amplificador,3,2899,0.0,8697.0,3897.0
S00776,2024-08-02,P011,JBL,Bocinas,1,999,0.0,999.0,499.0
S00777,2024-08-02,P014,Cerwin Vega,Bocinas,2,849,0.0,1698.0,858.0
S00778,2024-08-03,P002,Memphis Audio,Amplificador,2,3299,0.0,6598.0,2998.0
S00779,2024-08-03,P006,Rockford Fosgate,Subwoofer,1,2599,0.05,2469.05,1069.05
S00780,2024-08-03,P008,Pioneer,Bocinas,2,699,0.0,1398.0,698.0
S00781,2024-08-03,P010,JBL,Subwoofer,3,1999,0.05,5697.15,2397.15
S00782,2024-08-03,P011,JBL,Bocinas,3,999,0.0,2997.0,1497.0
S00783,2024-08-03,P014,Cerwin Vega,Bocinas,1,849,0.0,849.0,429.0
S00784,2024-08-03,P019,Soundskins,Accesorios,3,549,0.0,1647.0,807.0
S00785,2024-08-04,P014,Cerwin Vega,Bocinas,3,849,0.05,2419.65,1159.65
S00786,2024-08-04,P015,KBT Electronics,Head Unit,3,2199,0.0,6597.0,2997.0
S00787,2024-08-04,P018,Stinger,Accesorios,3,249,0.0,747.0,387.0
S00788,2024-08-05,P011,JBL,Bocinas,3,999,0.0,2997.0,1497.0
S00789,2024-08-05,P016,KBT Electronics,Amplificador,1,1799,0.1,1619.1,669.1
S00790,2024-08-06,P005,Rockford Fosgate,Amplificador,2,2899,0.0,5798.0,2598.0
S00791,2024-08-06,P017,Stinger,Accesorios,3,349,0.0,1047.0,507.0
S00792,2024-08-06,P019,Soundskins,Accesorios,3,549,0.0,1647.0,807.0
S00793,2024-08-07,P002,Memphis Audio,Amplificador,3,3299,0.0,9897.0,4497.0
S00794,2024-08-07,P005,Rockford Fosgate,Amplificador,3,2899,0.0,8697.0,3897.0
S00795,2024-08-07,P007,Pioneer,Head Unit,1,4999,0.0,4999.0,2199.0
S00796,2024-08-07,P019,Soundskins,Accesorios,1,549,0.0,549.0,269.0
S00797,2024-08-08,P002,Memphis Audio,Amplificador,1,3299,0.05,3134.05,1334.05
S00798,2024-08-08,P008,Pioneer,Bocinas,3,699,0.1,1887.3,837.3
S00799,2024-08-08,P010,JBL,Subwoofer,2,1999,0.0,3998.0,1798.0
S00800,2024-08-08,P011,JBL,Bocinas,1,999,0.0,999.0,499.0
S00801,2024-08-08,P018,Stinger,Accesorios,1,249,0.0,249.0,129.0
S00802,2024-08-09,P003,Memphis Audio,Amplificador,1,4499,0.05,4274.05,1874.05
S00803,2024-08-09,P005,Rockford Fosgate,Amplificador,2,2899,0.0,5798.0,2598.0
S00804,2024-08-09,P017,Stinger,Accesorios,1,349,0.0,349.0,169.0
S00805,2024-08-09,P018,Stinger,Accesorios,1,249,0.05,236.55,116.55
S00806,2024-08-09,P020,Soundskins,Accesorios,1,699,0.0,699.0,349.0
S00807,2024-08-10,P007,Pioneer,Head Unit,3,4999,0.0,14997.0,6597.0
S00808,2024-08-10,P009,Pioneer,Subwoofer,1,1699,0.05,1614.05,714.05
S00809,2024-08-10,P011,JBL,Bocinas,1,999,0.05,949.05,449.05
S00810,2024-08-10,P014,Cerwin Vega,Bocinas,3,849,0.0,2547.0,1287.0
S00811,2024-08-10,P016,KBT Electronics,Amplificador,1,1799,0.0,1799.0,849.0
S00812,2024-08-10,P017,Stinger,Accesorios,2,349,0.0,698.0,338.0
S00813,2024-08-10,P019,Soundskins,Accesorios,2,549,0.1,988.2,428.2
S00814,2024-08-11,P002,Memphis Audio,Amplificador,3,3299,0.05,9402.15,4002.15
S00815,2024-08-11,P006,Rockford Fosgate,Subwoofer,2,2599,0.0,5198.0,2398.0
S00816,2024-08-11,P008,Pioneer,Bocinas,3,699,0.1,1887.3,837.3
S00817,2024-08-11,P009,Pioneer,Subwoofer,1,1699,0.0,1699.0,799.0
S00818,2024-08-11,P012,JBL,Amplificador,2,2399,0.0,4798.0,2198.0
S00819,2024-08-11,P018,Stinger,Accesorios,3,249,0.0,747.0,387.0
S00820,2024-08-11,P019,Soundskins,Accesorios,3,549,0.05,1564.65,724.65
S00821,2024-08-12,P004,Rockford Fosgate,Subwoofer,2,3999,0.0,7998.0,3598.0
S00822,2024-08-12,P013,Cerwin Vega,Subwoofer,2,1799,0.1,3238.2,1338.2
S00823,2024-08-12,P014,Cerwin Vega,Bocinas,3,849,0.05,2419.65,1159.65
S00824,2024-08-13,P001,Memphis Audio,Subwoofer,3,2199,0.05,6267.15,2667.15
S00825,2024-08-13,P003,Memphis Audio,Amplificador,2,4499,0.0,8998.0,4198.0
S00826,2024-08-13,P005,Rockford Fosgate,Amplificador,2,2899,0.0,5798.0,2598.0
S00827,2024-08-13,P006,Rockford Fosgate,Subwoofer,2,2599,0.1,4678.2,1878.2
S00828,2024-08-13,P008,Pioneer,Bocinas,2,699,0.05,1328.1,628.1
S00829,2024-08-13,P017,Stinger,Accesorios,3,349,0.0,1047.0,507.0
S00830,2024-08-14,P012,JBL,Amplificador,2,2399,0.0,4798.0,2198.0
S00831,2024-08-14,P014,Cerwin Vega,Bocinas,2,849,0.0,1698.0,858.0
S00832,2024-08-14,P019,Soundskins,Accesorios,2,549,0.0,1098.0,538.0
S00833,2024-08-15,P012,JBL,Amplificador,2,2399,0.0,4798.0,2198.0
S00834,2024-08-16,P008,Pioneer,Bocinas,2,699,0.0,1398.0,698.0
S00835,2024-08-16,P011,JBL,Bocinas,2,999,0.0,1998.0,998.0
S00836,2024-08-16,P020,Soundskins,Accesorios,2,699,0.05,1328.1,628.1
S00837,2024-08-17,P004,Rockford Fosgate,Subwoofer,1,3999,0.1,3599.1,1399.1
S00838,2024-08-17,P015,KBT Electronics,Head Unit,2,2199,0.0,4398.0,1998.0
S00839,2024-08-17,P017,Stinger,Accesorios,2,349,0.0,698.0,338.0
S00840,2024-08-17,P019,Soundskins,Accesorios,2,549,0.0,1098.0,538.0
S00841,2024-08-18,P001,Memphis Audio,Subwoofer,1,2199,0.1,1979.1,779.1
S00842,2024-08-18,P009,Pioneer,Subwoofer,2,1699,0.1,3058.2,1258.2
S00843,2024-08-18,P010,JBL,Subwoofer,2,1999,0.0,3998.0,1798.0
S00844,2024-08-18,P011,JBL,Bocinas,3,999,0.0,2997.0,1497.0
S00845,2024-08-18,P014,Cerwin Vega,Bocinas,2,849,0.1,1528.2,688.2
S00846,2024-08-18,P017,Stinger,Accesorios,1,349,0.05,331.55,151.55
S00847,2024-08-19,P017,Stinger,Accesorios,2,349,0.0,698.0,338.0
S00848,2024-08-19,P018,Stinger,Accesorios,3,249,0.0,747.0,387.0
S00849,2024-08-20,P003,Memphis Audio,Amplificador,1,4499,0.1,4049.1,1649.1
S00850,2024-08-20,P009,Pioneer,Subwoofer,3,1699,0.05,4842.15,2142.15
S00851,2024-08-20,P017,Stinger,Accesorios,3,349,0.0,1047.0,507.0
S00852,2024-08-21,P002,Memphis Audio,Amplificador,2,3299,0.0,6598.0,2998.0
S00853,2024-08-21,P011,JBL,Bocinas,3,999,0.05,2847.15,1347.15
S00854,2024-08-22,P004,Rockford Fosgate,Subwoofer,3,3999,0.0,11997.0,5397.0
S00855,2024-08-22,P009,Pioneer,Subwoofer,1,1699,0.05,1614.05,714.05
S00856,2024-08-22,P019,Soundskins,Accesorios,2,549,0.05,1043.1,483.1
S00857,2024-08-22,P020,Soundskins,Accesorios,3,699,0.0,2097.0,1047.0
S00858,2024-08-23,P005,Rockford Fosgate,Amplificador,2,2899,0.05,5508.1,2308.1
S00859,2024-08-23,P007,Pioneer,Head Unit,3,4999,0.0,14997.0,6597.0
S00860,2024-08-23,P014,Cerwin Vega,Bocinas,3,849,0.1,2292.3,1032.3
S00861,2024-08-23,P015,KBT Electronics,Head Unit,2,2199,0.0,4398.0,1998.0
S00862,2024-08-23,P017,Stinger,Accesorios,2,349,0.0,698.0,338.0
S00863,2024-08-23,P019,Soundskins,Accesorios,2,549,0.05,1043.1,483.1
S00864,2024-08-24,P002,Memphis Audio,Amplificador,2,3299,0.1,5938.2,2338.2
S00865,2024-08-24,P004,Rockford Fosgate,Subwoofer,1,3999,0.0,3999.0,1799.0
S00866,2024-08-24,P017,Stinger,Accesorios,1,349,0.1,314.1,134.1
S00867,2024-08-25,P002,Memphis Audio,Amplificador,1,3299,0.0,3299.0,1499.0
S00868,2024-08-25,P015,KBT Electronics,Head Unit,1,2199,0.0,2199.0,999.0
S00869,2024-08-26,P005,Rockford Fosgate,Amplificador,1,2899,0.0,2899.0,1299.0
S00870,2024-08-26,P006,Rockford Fosgate,Subwoofer,3,2599,0.0,7797.0,3597.0
S00871,2024-08-26,P013,Cerwin Vega,Subwoofer,1,1799,0.05,1709.05,759.05
S00872,2024-08-26,P015,KBT Electronics,Head Unit,1,2199,0.0,2199.0,999.0
S00873,2024-08-26,P018,Stinger,Accesorios,1,249,0.0,249.0,129.0
S00874,2024-08-26,P019,Soundskins,Accesorios,2,549,0.0,1098.0,538.0
S00875,2024-08-27,P007,Pioneer,Head Unit,3,4999,0.0,14997.0,6597.0
S00876,2024-08-27,P010,JBL,Subwoofer,3,1999,0.1,5397.3,2097.3
S00877,2024-08-27,P013,Cerwin Vega,Subwoofer,3,1799,0.0,5397.0,2547.0
S00878,2024-08-27,P017,Stinger,Accesorios,3,349,0.0,1047.0,507.0
S00879,2024-08-27,P019,Soundskins,Accesorios,1,549,0.1,494.1,214.1
S00880,2024-08-28,P005,Rockford Fosgate,Amplificador,2,2899,0.05,5508.1,2308.1
S00881,2024-08-28,P017,Stinger,Accesorios,2,349,0.0,698.0,338.0
S00882,2024-08-29,P012,JBL,Amplificador,3,2399,0.05,6837.15,2937.15
S00883,2024-08-29,P017,Stinger,Accesorios,2,349,0.05,663.1,303.1
S00884,2024-08-31,P002,Memphis Audio,Amplificador,2,3299,0.0,6598.0,2998.0
S00885,2024-08-31,P003,Memphis Audio,Amplificador,2,4499,0.05,8548.1,3748.1
S00886,2024-08-31,P006,Rockford Fosgate,Subwoofer,3,2599,0.0,7797.0,3597.0
S00887,2024-08-31,P009,Pioneer,Subwoofer,1,1699,0.05,1614.05,714.05
S00888,2024-09-01,P005,Rockford Fosgate,Amplificador,1,2899,0.05,2754.05,1154.05
S00889,2024-09-01,P007,Pioneer,Head Unit,2,4999,0.0,9998.0,4398.0
S00890,2024-09-01,P010,JBL,Subwoofer,1,1999,0.1,1799.1,699.1
S00891,2024-09-01,P014,Cerwin Vega,Bocinas,2,849,0.0,1698.0,858.0
S00892,2024-09-02,P004,Rockford Fosgate,Subwoofer,1,3999,0.05,3799.05,1599.05
S00893,2024-09-02,P011,JBL,Bocinas,3,999,0.0,2997.0,1497.0
S00894,2024-09-02,P012,JBL,Amplificador,2,2399,0.0,4798.0,2198.0
S00895,2024-09-03,P001,Memphis Audio,Subwoofer,1,2199,0.0,2199.0,999.0
S00896,2024-09-03,P004,Rockford Fosgate,Subwoofer,3,3999,0.0,11997.0,5397.0
S00897,2024-09-03,P006,Rockford Fosgate,Subwoofer,1,2599,0.0,2599.0,1199.0
S00898,2024-09-03,P008,Pioneer,Bocinas,3,699,0.05,1992.15,942.15
S00899,2024-09-03,P019,Soundskins,Accesorios,3,549,0.0,1647.0,807.0
S00900,2024-09-04,P013,Cerwin Vega,Subwoofer,3,1799,0.05,5127.15,2277.15
S00901,2024-09-05,P005,Rockford Fosgate,Amplificador,2,2899,0.1,5218.2,2018.2
S00902,2024-09-05,P015,KBT Electronics,Head Unit,3,2199,0.1,5937.3,2337.3
S00903,2024-09-06,P011,JBL,Bocinas,1,999,0.0,999.0,499.0
S00904,2024-09-06,P020,Soundskins,Accesorios,3,699,0.1,1887.3,837.3
S00905,2024-09-07,P003,Memphis Audio,Amplificador,1,4499,0.0,4499.0,2099.0
S00906,2024-09-07,P010,JBL,Subwoofer,2,1999,0.0,3998.0,1798.0
S00907,2024-09-07,P011,JBL,Bocinas,2,999,0.1,1798.2,798.2
S00908,2024-09-07,P016,KBT Electronics,Amplificador,1,1799,0.0,1799.0,849.0
S00909,2024-09-08,P003,Memphis Audio,Amplificador,3,4499,0.0,13497.0,6297.0
S00910,2024-09-08,P007,Pioneer,Head Unit,3,4999,0.1,13497.3,5097.3
S00911,2024-09-08,P013,Cerwin Vega,Subwoofer,2,1799,0.0,3598.0,1698.0
S00912,2024-09-08,P019,Soundskins,Accesorios,1,549,0.0,549.0,269.0
S00913,2024-09-08,P020,Soundskins,Accesorios,2,699,0.05,1328.1,628.1
S00914,2024-09-09,P003,Memphis Audio,Amplificador,3,4499,0.0,13497.0,6297.0
S00915,2024-09-09,P005,Rockford Fosgate,Amplificador,3,2899,0.05,8262.15,3462.15
S00916,2024-09-09,P010,JBL,Subwoofer,2,1999,0.0,3998.0,1798.0
S00917,2024-09-09,P012,JBL,Amplificador,3,2399,0.0,7197.0,3297.0
S00918,2024-09-10,P004,Rockford Fosgate,Subwoofer,1,3999,0.05,3799.05,1599.05
S00919,2024-09-10,P010,JBL,Subwoofer,1,1999,0.0,1999.0,899.0
S00920,2024-09-10,P018,Stinger,Accesorios,1,249,0.05,236.55,116.55
S00921,2024-09-11,P013,Cerwin Vega,Subwoofer,1,1799,0.0,1799.0,849.0
S00922,2024-09-11,P020,Soundskins,Accesorios,1,699,0.0,699.0,349.0
S00923,2024-09-12,P017,Stinger,Accesorios,2,349,0.1,628.2,268.2
S00924,2024-09-13,P011,JBL,Bocinas,2,999,0.0,1998.0,998.0
S00925,2024-09-13,P013,Cerwin Vega,Subwoofer,3,1799,0.1,4857.3,2007.3
