inquiry_id,date,channel,category,outcome
I02663,2025-02-22,TikTok,Accesorios,Venta concretada
I02664,2025-02-22,Tienda física,Head Unit,Cotización enviada
I02670,2025-02-23,Instagram,Amplificador,Sin respuesta
I02671,2025-02-23,Facebook,Bocinas,Sin respuesta
I02680,2025-02-24,WhatsApp,Bocinas,Venta concretada
I02681,2025-02-24,Tienda física,Head Unit,Venta concretada
I02682,2025-02-24,WhatsApp,Subwoofer,Cotización enviada
I02683,2025-02-24,Instagram,Accesorios,Cotización enviada
I02684,2025-02-24,Tienda física,Amplificador,Venta concretada
I02690,2025-02-25,WhatsApp,Amplificador,Venta concretada
I02691,2025-02-25,Facebook,Amplificador,Cotización enviada
I02692,2025-02-25,WhatsApp,Amplificador,Sin respuesta
I02693,2025-02-25,Facebook,Amplificador,Sin respuesta
I02700,2025-02-26,Facebook,Accesorios,Venta concretada
I02701,2025-02-26,TikTok,Accesorios,Cotización enviada
I02702,2025-02-26,Facebook,Amplificador,Sin respuesta
I02703,2025-02-26,TikTok,Subwoofer,Sin respuesta
I02704,2025-02-26,WhatsApp,Amplificador,Cotización enviada
I02710,2025-02-27,Tienda física,Head Unit,Cancelado
I02711,2025-02-27,WhatsApp,Head Unit,Venta concretada
I02712,2025-02-27,WhatsApp,Head Unit,Sin respuesta
I02713,2025-02-27,Facebook,Bocinas,Venta concretada
I02720,2025-02-28,Instagram,Subwoofer,Sin respuesta
I02730,2025-03-01,TikTok,Subwoofer,Cotización enviada
I02731,2025-03-01,Instagram,Head Unit,Cotización enviada
I02732,2025-03-01,WhatsApp,Amplificador,Cotización enviada
I02740,2025-03-02,TikTok,Accesorios,Cancelado
I02741,2025-03-02,Instagram,Bocinas,Sin respuesta
I02742,2025-03-02,WhatsApp,Subwoofer,Cotización enviada
I02743,2025-03-02,WhatsApp,Head Unit,Venta concretada
I02744,2025-03-02,TikTok,Subwoofer,Cancelado
I02750,2025-03-03,WhatsApp,Amplificador,Cotización enviada
I02751,2025-03-03,Facebook,Bocinas,Venta concretada
I02752,2025-03-03,Instagram,Bocinas,Sin respuesta
I02760,2025-03-04,Instagram,Bocinas,Venta concretada
I02761,2025-03-04,WhatsApp,Subwoofer,Sin respuesta
I02762,2025-03-04,Instagram,Accesorios,Venta concretada
I02763,2025-03-04,TikTok,Subwoofer,Venta concretada
I02770,2025-03-05,TikTok,Amplificador,Venta concretada
I02780,2025-03-06,Tienda física,Subwoofer,Cotización enviada
I02781,2025-03-06,WhatsApp,Subwoofer,Venta concretada
I02782,2025-03-06,WhatsApp,Amplificador,Cancelado
I02783,2025-03-06,Tienda física,Subwoofer,Cotización enviada
I02790,2025-03-07,Instagram,Amplificador,Sin respuesta
I02791,2025-03-07,Facebook,Head Unit,Cotización enviada
I02792,2025-03-07,WhatsApp,Bocinas,Cotización enviada
I02793,2025-03-07,TikTok,Bocinas,Venta concretada
I02794,2025-03-07,Instagram,Accesorios,Cotización enviada
I02800,2025-03-08,TikTok,Subwoofer,Venta concretada
I02810,2025-03-09,Instagram,Amplificador,Cotización enviada
I02811,2025-03-09,Instagram,Bocinas,Venta concretada
I02812,2025-03-09,Instagram,Subwoofer,Cotización enviada
I02813,2025-03-09,Instagram,Head Unit,Cotización enviada
I02820,2025-03-10,TikTok,Amplificador,Sin respuesta
I02821,2025-03-10,WhatsApp,Subwoofer,Sin respuesta
I02822,2025-03-10,Instagram,Amplificador,Venta concretada
I02823,2025-03-10,WhatsApp,Amplificador,Venta concretada
I02824,2025-03-10,TikTok,Head Unit,Sin respuesta
I02825,2025-03-10,TikTok,Head Unit,Cotización enviada
I02830,2025-03-11,Instagram,Subwoofer,Venta concretada
I02831,2025-03-11,WhatsApp,Bocinas,Cotización enviada
I02832,2025-03-11,WhatsApp,Accesorios,Venta concretada
I02840,2025-03-12,Instagram,Amplificador,Sin respuesta
I02841,2025-03-12,Tienda física,Bocinas,Cancelado
I02842,2025-03-12,Instagram,Accesorios,Cotización enviada
I02843,2025-03-12,Instagram,Subwoofer,Sin respuesta
I02844,2025-03-12,WhatsApp,Bocinas,Cotización enviada
I02850,2025-03-13,Facebook,Bocinas,Cotización enviada
I02851,2025-03-13,Instagram,Bocinas,Cotización enviada
I02852,2025-03-13,WhatsApp,Accesorios,Cotización enviada
I02853,2025-03-13,WhatsApp,Amplificador,Venta concretada
I02854,2025-03-13,WhatsApp,Accesorios,Sin respuesta
I02855,2025-03-13,WhatsApp,Amplificador,Cotización enviada
I02860,2025-03-14,WhatsApp,Head Unit,Cancelado
I02861,2025-03-14,WhatsApp,Head Unit,Cotización enviada
I02862,2025-03-14,Facebook,Subwoofer,Sin respuesta
I02863,2025-03-14,WhatsApp,Subwoofer,Sin respuesta
I02864,2025-03-14,Instagram,Amplificador,Cotización enviada
I02870,2025-03-15,WhatsApp,Accesorios,Venta concretada
I02871,2025-03-15,TikTok,Subwoofer,Cotización enviada
I02872,2025-03-15,Instagram,Accesorios,Sin respuesta
I02880,2025-03-16,TikTok,Amplificador,Venta concretada
I02881,2025-03-16,Instagram,Head Unit,Venta concretada
I02882,2025-03-16,TikTok,Head Unit,Sin respuesta
I02883,2025-03-16,Tienda física,Amplificador,Venta concretada
I02890,2025-03-17,WhatsApp,Accesorios,Venta concretada
I02891,2025-03-17,WhatsApp,Accesorios,Venta concretada
I02892,2025-03-17,Facebook,Amplificador,Venta concretada
I02893,2025-03-17,WhatsApp,Bocinas,Sin respuesta
I02900,2025-03-18,Instagram,Amplificador,Sin respuesta
I02910,2025-03-19,WhatsApp,Head Unit,Cotización enviada
I02911,2025-03-19,WhatsApp,Accesorios,Venta concretada
I02920,2025-03-20,Facebook,Subwoofer,Venta concretada
I02921,2025-03-20,Instagram,Subwoofer,Cotización enviada
I02922,2025-03-20,WhatsApp,Subwoofer,Cancelado
I02923,2025-03-20,WhatsApp,Head Unit,Sin respuesta
I02924,2025-03-20,Tienda física,Bocinas,Cotización enviada
I02925,2025-03-20,Tienda física,Subwoofer,Venta concretada
I02930,2025-03-21,Instagram,Subwoofer,Venta concretada
I02931,2025-03-21,TikTok,Accesorios,Cancelado
I02932,2025-03-21,WhatsApp,Head Unit,Sin respuesta
I02933,2025-03-21,WhatsApp,Accesorios,Cotización enviada
I02934,2025-03-21,Instagram,Accesorios,Cancelado
I02940,2025-03-22,Instagram,Subwoofer,Venta concretada
I02941,2025-03-22,WhatsApp,Head Unit,Venta concretada
I02942,2025-03-22,WhatsApp,Head Unit,Venta concretada
I02943,2025-03-22,Facebook,Accesorios,Cotización enviada
I02944,2025-03-22,Instagram,Amplificador,Venta concretada
I02945,2025-03-22,Facebook,Subwoofer,Sin respuesta
I02950,2025-03-23,WhatsApp,Bocinas,Sin respuesta
I02951,2025-03-23,Instagram,Head Unit,Venta concretada
I02952,2025-03-23,Instagram,Accesorios,Cotización enviada
I02953,2025-03-23,WhatsApp,Amplificador,Cancelado
I02954,2025-03-23,Facebook,Bocinas,Sin respuesta
I02955,2025-03-23,Instagram,Accesorios,Cotización enviada
I02960,2025-03-24,TikTok,Accesorios,Cotización enviada
I02961,2025-03-24,WhatsApp,Accesorios,Cotización enviada
I02962,2025-03-24,Facebook,Bocinas,Cotización enviada
I02963,2025-03-24,WhatsApp,Accesorios,Sin respuesta
I02964,2025-03-24,WhatsApp,Accesorios,Venta concretada
I02965,2025-03-24,WhatsApp,Bocinas,Venta concretada
I02970,2025-03-25,TikTok,Head Unit,Cotización enviada
I02971,2025-03-25,WhatsApp,Accesorios,Cancelado
I02972,2025-03-25,Facebook,Accesorios,Cancelado
I02973,2025-03-25,WhatsApp,Accesorios,Cotización enviada
I02974,2025-03-25,Tienda física,Bocinas,Sin respuesta
I02975,2025-03-25,WhatsApp,Subwoofer,Venta concretada
I02980,2025-03-26,Instagram,Head Unit,Cancelado
I02981,2025-03-26,Instagram,Amplificador,Cotización enviada
I02982,2025-03-26,WhatsApp,Accesorios,Sin respuesta
I02983,2025-03-26,Facebook,Head Unit,Cotización enviada
I02984,2025-03-26,TikTok,Accesorios,Cancelado
I02990,2025-03-27,WhatsApp,Accesorios,Cotización enviada
I02991,2025-03-27,WhatsApp,Amplificador,Sin respuesta
I02992,2025-03-27,Instagram,Amplificador,Cotización enviada
I02993,2025-03-27,TikTok,Head Unit,Cotización enviada
I03000,2025-03-28,Facebook,Subwoofer,Cotización enviada
I03001,2025-03-28,WhatsApp,Head Unit,Sin respuesta
I03002,2025-03-28,TikTok,Subwoofer,Venta concretada
I03003,2025-03-28,Facebook,Accesorios,Cancelado
I03004,2025-03-28,WhatsApp,Head Unit,Cancelado
I03010,2025-03-29,WhatsApp,Accesorios,Venta concretada
I03011,2025-03-29,WhatsApp,Amplificador,Cancelado
I03012,2025-03-29,TikTok,Amplificador,Venta concretada
I03013,2025-03-29,Instagram,Amplificador,Cotización enviada
I03014,2025-03-29,WhatsApp,Subwoofer,Cancelado
I03020,2025-03-30,Facebook,Amplificador,Cotización enviada
I03021,2025-03-30,Tienda física,Head Unit,Cotización enviada
I03030,2025-03-31,Tienda física,Bocinas,Sin respuesta
I03031,2025-03-31,Instagram,Bocinas,Venta concretada
I03040,2025-04-01,Facebook,Accesorios,Cotización enviada
I03041,2025-04-01,WhatsApp,Subwoofer,Venta concretada
I03042,2025-04-01,Instagram,Bocinas,Cotización enviada
I03043,2025-04-01,TikTok,Accesorios,Cancelado
I03044,2025-04-01,WhatsApp,Subwoofer,Sin respuesta
I03050,2025-04-02,WhatsApp,Bocinas,Cancelado
I03051,2025-04-02,Facebook,Amplificador,Cotización enviada
I03052,2025-04-02,TikTok,Bocinas,Venta concretada
I03053,2025-04-02,Instagram,Subwoofer,Sin respuesta
I03054,2025-04-02,Instagram,Bocinas,Cotización enviada
I03060,2025-04-03,Instagram,Subwoofer,Sin respuesta
I03061,2025-04-03,WhatsApp,Bocinas,Venta concretada
I03062,2025-04-03,TikTok,Amplificador,Sin respuesta
I03063,2025-04-03,WhatsApp,Amplificador,Venta concretada
I03070,2025-04-04,WhatsApp,Accesorios,Venta concretada
I03071,2025-04-04,Instagram,Amplificador,Sin respuesta
I03072,2025-04-04,TikTok,Accesorios,Cotización enviada
I03080,2025-04-05,WhatsApp,Amplificador,Sin respuesta
I03081,2025-04-05,Instagram,Head Unit,Cancelado
I03082,2025-04-05,Instagram,Accesorios,Venta concretada
I03083,2025-04-05,TikTok,Head Unit,Venta concretada
I03084,2025-04-05,TikTok,Amplificador,Venta concretada
I03090,2025-04-06,WhatsApp,Amplificador,Cancelado
I03091,2025-04-06,WhatsApp,Accesorios,Sin respuesta
I03092,2025-04-06,WhatsApp,Subwoofer,Cotización enviada
I03093,2025-04-06,TikTok,Head Unit,Cotización enviada
I03094,2025-04-06,WhatsApp,Subwoofer,Venta concretada
I03100,2025-04-07,WhatsApp,Bocinas,Venta concretada
I03101,2025-04-07,TikTok,Subwoofer,Cancelado
I03102,2025-04-07,Facebook,Amplificador,Sin respuesta
I03110,2025-04-08,TikTok,Accesorios,Sin respuesta
I03111,2025-04-08,WhatsApp,Accesorios,Cancelado
I03112,2025-04-08,TikTok,Bocinas,Cotización enviada
I03113,2025-04-08,WhatsApp,Head Unit,Cotización enviada
I03114,2025-04-08,Instagram,Subwoofer,Cancelado
I03115,2025-04-08,Instagram,Accesorios,Cotización enviada
I03120,2025-04-09,Tienda física,Bocinas,Venta concretada
I03121,2025-04-09,Instagram,Accesorios,Venta concretada
I03130,2025-04-10,TikTok,Accesorios,Cancelado
I03131,2025-04-10,WhatsApp,Amplificador,Cancelado
I03132,2025-04-10,WhatsApp,Bocinas,Cancelado
I03140,2025-04-11,TikTok,Head Unit,Sin respuesta
I03141,2025-04-11,WhatsApp,Subwoofer,Cancelado
I03142,2025-04-11,TikTok,Accesorios,Venta concretada
I03143,2025-04-11,Facebook,Bocinas,Venta concretada
I03144,2025-04-11,Facebook,Accesorios,Venta concretada
I03145,2025-04-11,TikTok,Bocinas,Cotización enviada
I03150,2025-04-12,WhatsApp,Bocinas,Venta concretada
I03151,2025-04-12,WhatsApp,Subwoofer,Cotización enviada
I03152,2025-04-12,WhatsApp,Amplificador,Cotización enviada
I03160,2025-04-13,WhatsApp,Accesorios,Venta concretada
I03170,2025-04-14,TikTok,Bocinas,Venta concretada
I03171,2025-04-14,Facebook,Subwoofer,Cancelado
I03172,2025-04-14,TikTok,Amplificador,Cotización enviada
I03173,2025-04-14,Facebook,Amplificador,Venta concretada
I03180,2025-04-15,WhatsApp,Head Unit,Venta concretada
I03181,2025-04-15,TikTok,Accesorios,Venta concretada
I03182,2025-04-15,Instagram,Head Unit,Cancelado
I03183,2025-04-15,Facebook,Subwoofer,Cotización enviada
I03184,2025-04-15,WhatsApp,Head Unit,Sin respuesta
I03190,2025-04-16,Instagram,Head Unit,Venta concretada
I03191,2025-04-16,WhatsApp,Bocinas,Cancelado
I03200,2025-04-17,TikTok,Amplificador,Sin respuesta
I03201,2025-04-17,Facebook,Amplificador,Cotización enviada
I03202,2025-04-17,Instagram,Accesorios,Cotización enviada
I03203,2025-04-17,WhatsApp,Head Unit,Cotización enviada
I03204,2025-04-17,TikTok,Accesorios,Cotización enviada
I03210,2025-04-18,Facebook,Subwoofer,Cotización enviada
I03211,2025-04-18,Instagram,Subwoofer,Cotización enviada
I03212,2025-04-18,Instagram,Amplificador,Sin respuesta
I03220,2025-04-19,WhatsApp,Amplificador,Cotización enviada
I03221,2025-04-19,WhatsApp,Subwoofer,Cotización enviada
I03222,2025-04-19,Instagram,Subwoofer,Sin respuesta
I03223,2025-04-19,Tienda física,Accesorios,Cotización enviada
I03230,2025-04-20,TikTok,Accesorios,Cotización enviada
I03231,2025-04-20,Instagram,Bocinas,Venta concretada
I03232,2025-04-20,WhatsApp,Bocinas,Cotización enviada
I03233,2025-04-20,Instagram,Subwoofer,Venta concretada
I03240,2025-04-21,WhatsApp,Subwoofer,Venta concretada
I03250,2025-04-22,Tienda física,Accesorios,Venta concretada
I03251,2025-04-22,Instagram,Amplificador,Venta concretada
I03252,2025-04-22,Instagram,Subwoofer,Venta concretada
I03253,2025-04-22,WhatsApp,Subwoofer,Cotización enviada
I03260,2025-04-23,WhatsApp,Amplificador,Venta concretada
I03261,2025-04-23,WhatsApp,Accesorios,Venta concretada
I03262,2025-04-23,WhatsApp,Head Unit,Venta concretada
I03263,2025-04-23,Facebook,Subwoofer,Cotización enviada
I03264,2025-04-23,Instagram,Subwoofer,Venta concretada
I03265,2025-04-23,Tienda física,Subwoofer,Cotización enviada
I03270,2025-04-24,WhatsApp,Accesorios,Cotización enviada
I03271,2025-04-24,WhatsApp,Subwoofer,Venta concretada
I03272,2025-04-24,Instagram,Accesorios,Cancelado
I03273,2025-04-24,Instagram,Head Unit,Sin respuesta
I03280,2025-04-25,Tienda física,Head Unit,Venta concretada
I03290,2025-04-26,WhatsApp,Accesorios,Cotización enviada
I03291,2025-04-26,Instagram,Subwoofer,Cotización enviada
I03292,2025-04-26,Facebook,Head Unit,Sin respuesta
I03293,2025-04-26,Instagram,Subwoofer,Venta concretada
I03294,2025-04-26,Facebook,Bocinas,Cancelado
I03295,2025-04-26,Facebook,Bocinas,Venta concretada
I03300,2025-04-27,Instagram,Accesorios,Venta concretada
I03301,2025-04-27,WhatsApp,Amplificador,Venta concretada
I03310,2025-04-28,Instagram,Bocinas,Sin respuesta
I03311,2025-04-28,WhatsApp,Bocinas,Cotización enviada
I03312,2025-04-28,Instagram,Amplificador,Cotización enviada
I03313,2025-04-28,WhatsApp,Subwoofer,Cotización enviada
I03314,2025-04-28,TikTok,Head Unit,Venta concretada
I03320,2025-04-29,WhatsApp,Head Unit,Cotización enviada
I03321,2025-04-29,Tienda física,Head Unit,Sin respuesta
I03330,2025-04-30,TikTok,Bocinas,Cotización enviada
I03340,2025-05-01,Instagram,Bocinas,Venta concretada
I03341,2025-05-01,Instagram,Accesorios,Cancelado
I03342,2025-05-01,Instagram,Head Unit,Cancelado
I03343,2025-05-01,TikTok,Bocinas,Venta concretada
I03350,2025-05-02,Facebook,Subwoofer,Venta concretada
I03351,2025-05-02,Instagram,Bocinas,Venta concretada
I03360,2025-05-03,WhatsApp,Bocinas,Cotización enviada
I03361,2025-05-03,WhatsApp,Bocinas,Cotización enviada
I03370,2025-05-04,Instagram,Amplificador,Venta concretada
I03371,2025-05-04,WhatsApp,Accesorios,Cotización enviada
I03372,2025-05-04,WhatsApp,Amplificador,Sin respuesta
I03373,2025-05-04,TikTok,Head Unit,Sin respuesta
I03374,2025-05-04,TikTok,Subwoofer,Cotización enviada
I03375,2025-05-04,TikTok,Accesorios,Venta concretada
I03380,2025-05-05,WhatsApp,Bocinas,Sin respuesta
I03390,2025-05-06,Instagram,Bocinas,Sin respuesta
I03391,2025-05-06,Facebook,Bocinas,Cancelado
I03392,2025-05-06,Facebook,Subwoofer,Cotización enviada
I03393,2025-05-06,WhatsApp,Amplificador,Cotización enviada
I03394,2025-05-06,WhatsApp,Accesorios,Cotización enviada
I03395,2025-05-06,TikTok,Accesorios,Sin respuesta
I03400,2025-05-07,WhatsApp,Head Unit,Venta concretada
I03410,2025-05-08,Instagram,Bocinas,Venta concretada
I03420,2025-05-09,Facebook,Accesorios,Venta concretada
I03421,2025-05-09,WhatsApp,Head Unit,Venta concretada
I03422,2025-05-09,Instagram,Subwoofer,Cotización enviada
I03423,2025-05-09,WhatsApp,Amplificador,Venta concretada
I03424,2025-05-09,Instagram,Amplificador,Venta concretada
I03430,2025-05-10,TikTok,Bocinas,Cotización enviada
I03431,2025-05-10,WhatsApp,Amplificador,Venta concretada
I03440,2025-05-11,Tienda física,Amplificador,Cotización enviada
I03450,2025-05-12,TikTok,Head Unit,Venta concretada
I03451,2025-05-12,Instagram,Amplificador,Venta concretada
I03452,2025-05-12,Instagram,Amplificador,Cancelado
I03460,2025-05-13,WhatsApp,Bocinas,Venta concretada
I03461,2025-05-13,WhatsApp,Subwoofer,Cotización enviada
I03462,2025-05-13,WhatsApp,Bocinas,Venta concretada
I03470,2025-05-14,TikTok,Subwoofer,Cotización enviada
I03471,2025-05-14,WhatsApp,Bocinas,Cancelado
I03472,2025-05-14,WhatsApp,Subwoofer,Cancelado
I03473,2025-05-14,WhatsApp,Amplificador,Cancelado
I03474,2025-05-14,Instagram,Amplificador,Sin respuesta
I03480,2025-05-15,Tienda física,Subwoofer,Venta concretada
I03481,2025-05-15,Tienda física,Subwoofer,Cotización enviada
I03482,2025-05-15,WhatsApp,Accesorios,Venta concretada
I03483,2025-05-15,Instagram,Amplificador,Venta concretada
I03484,2025-05-15,Instagram,Subwoofer,Cotización enviada
I03485,2025-05-15,TikTok,Bocinas,Sin respuesta
I03490,2025-05-16,Instagram,Amplificador,Venta concretada
I03500,2025-05-17,WhatsApp,Amplificador,Venta concretada
I03501,2025-05-17,WhatsApp,Accesorios,Venta concretada
I03502,2025-05-17,WhatsApp,Head Unit,Cancelado
I03503,2025-05-17,Instagram,Amplificador,Venta concretada
I03510,2025-05-18,Instagram,Bocinas,Venta concretada
I03511,2025-05-18,Instagram,Accesorios,Cotización enviada
I03512,2025-05-18,Instagram,Accesorios,Cotización enviada
I03513,2025-05-18,Tienda física,Head Unit,Cancelado
I03520,2025-05-19,Instagram,Subwoofer,Cotización enviada
I03521,2025-05-19,Instagram,Amplificador,Venta concretada
I03522,2025-05-19,WhatsApp,Amplificador,Venta concretada
I03523,2025-05-19,Instagram,Bocinas,Cotización enviada
I03530,2025-05-20,WhatsApp,Accesorios,Cancelado
I03540,2025-05-21,Facebook,Head Unit,Sin respuesta
I03541,2025-05-21,Instagram,Head Unit,Cancelado
I03542,2025-05-21,WhatsApp,Accesorios,Sin respuesta
I03550,2025-05-22,WhatsApp,Amplificador,Sin respuesta
I03560,2025-05-23,WhatsApp,Head Unit,Cancelado
I03561,2025-05-23,Tienda física,Subwoofer,Venta concretada
I03562,2025-05-23,Instagram,Amplificador,Cancelado
I03563,2025-05-23,Instagram,Bocinas,Cancelado
I03564,2025-05-23,Instagram,Head Unit,Cotización enviada
I03570,2025-05-24,WhatsApp,Subwoofer,Venta concretada
I03571,2025-05-24,TikTok,Subwoofer,Cotización enviada
I03572,2025-05-24,Instagram,Bocinas,Cotización enviada
I03573,2025-05-24,Instagram,Head Unit,Cancelado
I03574,2025-05-24,Tienda física,Head Unit,Cotización enviada
I03580,2025-05-25,Facebook,Amplificador,Sin respuesta
I03590,2025-05-26,Instagram,Amplificador,Cancelado
I03591,2025-05-26,WhatsApp,Head Unit,Venta concretada
I03592,2025-05-26,Facebook,Subwoofer,Cotización enviada
I03593,2025-05-26,Facebook,Bocinas,Cancelado
I03600,2025-05-27,WhatsApp,Accesorios,Cancelado
I03601,2025-05-27,Instagram,Subwoofer,Cotización enviada
I03602,2025-05-27,Instagram,Amplificador,Cancelado
I03603,2025-05-27,WhatsApp,Bocinas,Cotización enviada
I03610,2025-05-28,TikTok,Bocinas,Sin respuesta
I03611,2025-05-28,TikTok,Accesorios,Venta concretada
I03612,2025-05-28,WhatsApp,Amplificador,Cotización enviada
I03613,2025-05-28,Facebook,Amplificador,Venta concretada
I03614,2025-05-28,WhatsApp,Subwoofer,Cancelado
I03615,2025-05-28,WhatsApp,Subwoofer,Cancelado
I03620,2025-05-29,TikTok,Subwoofer,Sin respuesta
I03621,2025-05-29,WhatsApp,Bocinas,Venta concretada
I03630,2025-05-30,TikTok,Accesorios,Sin respuesta
I03631,2025-05-30,TikTok,Amplificador,Venta concretada
I03632,2025-05-30,TikTok,Subwoofer,Sin respuesta
I03633,2025-05-30,TikTok,Amplificador,Sin respuesta
I03634,2025-05-30,Facebook,Head Unit,Cotización enviada
I03640,2025-05-31,WhatsApp,Bocinas,Cotización enviada
I03641,2025-05-31,WhatsApp,Amplificador,Cotización enviada
I03642,2025-05-31,Instagram,Accesorios,Venta concretada
I03643,2025-05-31,WhatsApp,Accesorios,Venta concretada
I03644,2025-05-31,Facebook,Head Unit,Cancelado
I03650,2025-06-01,WhatsApp,Bocinas,Cancelado
I03651,2025-06-01,Instagram,Accesorios,Venta concretada
I03652,2025-06-01,WhatsApp,Bocinas,Cotización enviada
I03653,2025-06-01,TikTok,Amplificador,Sin respuesta
I03654,2025-06-01,WhatsApp,Bocinas,Venta concretada
I03655,2025-06-01,Instagram,Amplificador,Venta concretada
I03660,2025-06-02,WhatsApp,Amplificador,Venta concretada
I03661,2025-06-02,Facebook,Subwoofer,Cancelado
I03662,2025-06-02,Instagram,Accesorios,Cancelado
I03663,2025-06-02,WhatsApp,Amplificador,Cotización enviada
I03664,2025-06-02,WhatsApp,Accesorios,Cotización enviada
I03670,2025-06-03,Tienda física,Head Unit,Cotización enviada
I03671,2025-06-03,WhatsApp,Bocinas,Cotización enviada
I03672,2025-06-03,WhatsApp,Subwoofer,Cancelado
I03673,2025-06-03,Instagram,Head Unit,Cotización enviada
I03674,2025-06-03,Instagram,Amplificador,Cotización enviada
I03675,2025-06-03,WhatsApp,Accesorios,Sin respuesta
I03680,2025-06-04,WhatsApp,Subwoofer,Sin respuesta
I03681,2025-06-04,Facebook,Bocinas,Sin respuesta
I03682,2025-06-04,Instagram,Accesorios,Cotización enviada
I03683,2025-06-04,WhatsApp,Accesorios,Sin respuesta
I03690,2025-06-05,WhatsApp,Bocinas,Cotización enviada
I03691,2025-06-05,WhatsApp,Bocinas,Venta concretada
I03692,2025-06-05,Instagram,Subwoofer,Venta concretada
I03693,2025-06-05,TikTok,Bocinas,Venta concretada
I03694,2025-06-05,WhatsApp,Bocinas,Cotización enviada
I03695,2025-06-05,WhatsApp,Subwoofer,Venta concretada
I03700,2025-06-06,TikTok,Bocinas,Venta concretada
I03701,2025-06-06,Facebook,Amplificador,Venta concretada
I03702,2025-06-06,WhatsApp,Bocinas,Sin respuesta
I03703,2025-06-06,WhatsApp,Accesorios,Venta concretada
I03710,2025-06-07,WhatsApp,Subwoofer,Venta concretada
I03711,2025-06-07,Facebook,Head Unit,Venta concretada
I03720,2025-06-08,TikTok,Bocinas,Cancelado
I03730,2025-06-09,Instagram,Amplificador,Cancelado
I03731,2025-06-09,WhatsApp,Subwoofer,Cancelado
I03732,2025-06-09,WhatsApp,Amplificador,Sin respuesta
I03733,2025-06-09,Instagram,Amplificador,Cotización enviada
I03734,2025-06-09,Instagram,Amplificador,Sin respuesta
I03740,2025-06-10,WhatsApp,Head Unit,Venta concretada
I03741,2025-06-10,TikTok,Head Unit,Sin respuesta
I03742,2025-06-10,Tienda física,Amplificador,Sin respuesta
I03743,2025-06-10,Tienda física,Subwoofer,Sin respuesta
I03744,2025-06-10,WhatsApp,Bocinas,Venta concretada
I03745,2025-06-10,TikTok,Head Unit,Cotización enviada
I03750,2025-06-11,WhatsApp,Head Unit,Cotización enviada
I03760,2025-06-12,Tienda física,Bocinas,Cotización enviada
I03761,2025-06-12,Instagram,Subwoofer,Cotización enviada
I03762,2025-06-12,WhatsApp,Head Unit,Cotización enviada
I03763,2025-06-12,WhatsApp,Bocinas,Venta concretada
I03764,2025-06-12,TikTok,Accesorios,Cotización enviada
I03770,2025-06-13,Facebook,Subwoofer,Cancelado
I03771,2025-06-13,WhatsApp,Accesorios,Sin respuesta
I03780,2025-06-14,Instagram,Amplificador,Cancelado
I03781,2025-06-14,WhatsApp,Subwoofer,Sin respuesta
I03782,2025-06-14,Instagram,Accesorios,Venta concretada
I03783,2025-06-14,WhatsApp,Amplificador,Sin respuesta
I03784,2025-06-14,TikTok,Head Unit,Venta concretada
I03785,2025-06-14,Instagram,Accesorios,Cotización enviada
I03790,2025-06-15,TikTok,Bocinas,Venta concretada
I03791,2025-06-15,Facebook,Accesorios,Venta concretada
I03792,2025-06-15,WhatsApp,Subwoofer,Venta concretada
I03793,2025-06-15,WhatsApp,Accesorios,Cotización enviada
I03800,2025-06-16,WhatsApp,Accesorios,Sin respuesta
I03801,2025-06-16,WhatsApp,Head Unit,Cotización enviada
I03802,2025-06-16,WhatsApp,Amplificador,Venta concretada
I03803,2025-06-16,WhatsApp,Bocinas,Cotización enviada
I03804,2025-06-16,Instagram,Accesorios,Cotización enviada
I03810,2025-06-17,Instagram,Accesorios,Cotización enviada
I03811,2025-06-17,WhatsApp,Head Unit,Cotización enviada
I03812,2025-06-17,Tienda física,Accesorios,Cotización enviada
I03813,2025-06-17,TikTok,Subwoofer,Venta concretada
I03814,2025-06-17,TikTok,Amplificador,Sin respuesta
I03820,2025-06-18,Instagram,Subwoofer,Cancelado
I03821,2025-06-18,WhatsApp,Head Unit,Venta concretada
I03830,2025-06-19,TikTok,Accesorios,Sin respuesta
I03840,2025-06-20,WhatsApp,Amplificador,Venta concretada
I03841,2025-06-20,WhatsApp,Accesorios,Venta concretada
I03842,2025-06-20,TikTok,Bocinas,Cotización enviada
I03843,2025-06-20,WhatsApp,Accesorios,Cotización enviada
I03844,2025-06-20,WhatsApp,Head Unit,Venta concretada
I03845,2025-06-20,Instagram,Accesorios,Cancelado
I03850,2025-06-21,Facebook,Amplificador,Venta concretada
I03851,2025-06-21,Facebook,Head Unit,Sin respuesta
I03852,2025-06-21,TikTok,Accesorios,Cotización enviada
I03860,2025-06-22,WhatsApp,Accesorios,Venta concretada
I03861,2025-06-22,WhatsApp,Accesorios,Venta concretada
I03862,2025-06-22,WhatsApp,Accesorios,Cotización enviada
I03870,2025-06-23,TikTok,Subwoofer,Cotización enviada
I03871,2025-06-23,WhatsApp,Subwoofer,Cancelado
I03872,2025-06-23,Tienda física,Head Unit,Sin respuesta
I03873,2025-06-23,Tienda física,Head Unit,Cotización enviada
I03874,2025-06-23,Tienda física,Bocinas,Venta concretada
I03875,2025-06-23,WhatsApp,Accesorios,Venta concretada
I03880,2025-06-24,WhatsApp,Bocinas,Venta concretada
I03881,2025-06-24,Instagram,Subwoofer,Sin respuesta
